"lat","lon","geometry","intersection","maria"
-90,-180,c(-180, -90),NA,FALSE
-90,-179,c(-179, -90),NA,FALSE
-90,-178,c(-178, -90),NA,FALSE
-90,-177,c(-177, -90),NA,FALSE
-90,-176,c(-176, -90),NA,FALSE
-90,-175,c(-175, -90),NA,FALSE
-90,-174,c(-174, -90),NA,FALSE
-90,-173,c(-173, -90),NA,FALSE
-90,-172,c(-172, -90),NA,FALSE
-90,-171,c(-171, -90),NA,FALSE
-90,-170,c(-170, -90),NA,FALSE
-90,-169,c(-169, -90),NA,FALSE
-90,-168,c(-168, -90),NA,FALSE
-90,-167,c(-167, -90),NA,FALSE
-90,-166,c(-166, -90),NA,FALSE
-90,-165,c(-165, -90),NA,FALSE
-90,-164,c(-164, -90),NA,FALSE
-90,-163,c(-163, -90),NA,FALSE
-90,-162,c(-162, -90),NA,FALSE
-90,-161,c(-161, -90),NA,FALSE
-90,-160,c(-160, -90),NA,FALSE
-90,-159,c(-159, -90),NA,FALSE
-90,-158,c(-158, -90),NA,FALSE
-90,-157,c(-157, -90),NA,FALSE
-90,-156,c(-156, -90),NA,FALSE
-90,-155,c(-155, -90),NA,FALSE
-90,-154,c(-154, -90),NA,FALSE
-90,-153,c(-153, -90),NA,FALSE
-90,-152,c(-152, -90),NA,FALSE
-90,-151,c(-151, -90),NA,FALSE
-90,-150,c(-150, -90),NA,FALSE
-90,-149,c(-149, -90),NA,FALSE
-90,-148,c(-148, -90),NA,FALSE
-90,-147,c(-147, -90),NA,FALSE
-90,-146,c(-146, -90),NA,FALSE
-90,-145,c(-145, -90),NA,FALSE
-90,-144,c(-144, -90),NA,FALSE
-90,-143,c(-143, -90),NA,FALSE
-90,-142,c(-142, -90),NA,FALSE
-90,-141,c(-141, -90),NA,FALSE
-90,-140,c(-140, -90),NA,FALSE
-90,-139,c(-139, -90),NA,FALSE
-90,-138,c(-138, -90),NA,FALSE
-90,-137,c(-137, -90),NA,FALSE
-90,-136,c(-136, -90),NA,FALSE
-90,-135,c(-135, -90),NA,FALSE
-90,-134,c(-134, -90),NA,FALSE
-90,-133,c(-133, -90),NA,FALSE
-90,-132,c(-132, -90),NA,FALSE
-90,-131,c(-131, -90),NA,FALSE
-90,-130,c(-130, -90),NA,FALSE
-90,-129,c(-129, -90),NA,FALSE
-90,-128,c(-128, -90),NA,FALSE
-90,-127,c(-127, -90),NA,FALSE
-90,-126,c(-126, -90),NA,FALSE
-90,-125,c(-125, -90),NA,FALSE
-90,-124,c(-124, -90),NA,FALSE
-90,-123,c(-123, -90),NA,FALSE
-90,-122,c(-122, -90),NA,FALSE
-90,-121,c(-121, -90),NA,FALSE
-90,-120,c(-120, -90),NA,FALSE
-90,-119,c(-119, -90),NA,FALSE
-90,-118,c(-118, -90),NA,FALSE
-90,-117,c(-117, -90),NA,FALSE
-90,-116,c(-116, -90),NA,FALSE
-90,-115,c(-115, -90),NA,FALSE
-90,-114,c(-114, -90),NA,FALSE
-90,-113,c(-113, -90),NA,FALSE
-90,-112,c(-112, -90),NA,FALSE
-90,-111,c(-111, -90),NA,FALSE
-90,-110,c(-110, -90),NA,FALSE
-90,-109,c(-109, -90),NA,FALSE
-90,-108,c(-108, -90),NA,FALSE
-90,-107,c(-107, -90),NA,FALSE
-90,-106,c(-106, -90),NA,FALSE
-90,-105,c(-105, -90),NA,FALSE
-90,-104,c(-104, -90),NA,FALSE
-90,-103,c(-103, -90),NA,FALSE
-90,-102,c(-102, -90),NA,FALSE
-90,-101,c(-101, -90),NA,FALSE
-90,-100,c(-100, -90),NA,FALSE
-90,-99,c(-99, -90),NA,FALSE
-90,-98,c(-98, -90),NA,FALSE
-90,-97,c(-97, -90),NA,FALSE
-90,-96,c(-96, -90),NA,FALSE
-90,-95,c(-95, -90),NA,FALSE
-90,-94,c(-94, -90),NA,FALSE
-90,-93,c(-93, -90),NA,FALSE
-90,-92,c(-92, -90),NA,FALSE
-90,-91,c(-91, -90),NA,FALSE
-90,-90,c(-90, -90),NA,FALSE
-90,-89,c(-89, -90),NA,FALSE
-90,-88,c(-88, -90),NA,FALSE
-90,-87,c(-87, -90),NA,FALSE
-90,-86,c(-86, -90),NA,FALSE
-90,-85,c(-85, -90),NA,FALSE
-90,-84,c(-84, -90),NA,FALSE
-90,-83,c(-83, -90),NA,FALSE
-90,-82,c(-82, -90),NA,FALSE
-90,-81,c(-81, -90),NA,FALSE
-90,-80,c(-80, -90),NA,FALSE
-90,-79,c(-79, -90),NA,FALSE
-90,-78,c(-78, -90),NA,FALSE
-90,-77,c(-77, -90),NA,FALSE
-90,-76,c(-76, -90),NA,FALSE
-90,-75,c(-75, -90),NA,FALSE
-90,-74,c(-74, -90),NA,FALSE
-90,-73,c(-73, -90),NA,FALSE
-90,-72,c(-72, -90),NA,FALSE
-90,-71,c(-71, -90),NA,FALSE
-90,-70,c(-70, -90),NA,FALSE
-90,-69,c(-69, -90),NA,FALSE
-90,-68,c(-68, -90),NA,FALSE
-90,-67,c(-67, -90),NA,FALSE
-90,-66,c(-66, -90),NA,FALSE
-90,-65,c(-65, -90),NA,FALSE
-90,-64,c(-64, -90),NA,FALSE
-90,-63,c(-63, -90),NA,FALSE
-90,-62,c(-62, -90),NA,FALSE
-90,-61,c(-61, -90),NA,FALSE
-90,-60,c(-60, -90),NA,FALSE
-90,-59,c(-59, -90),NA,FALSE
-90,-58,c(-58, -90),NA,FALSE
-90,-57,c(-57, -90),NA,FALSE
-90,-56,c(-56, -90),NA,FALSE
-90,-55,c(-55, -90),NA,FALSE
-90,-54,c(-54, -90),NA,FALSE
-90,-53,c(-53, -90),NA,FALSE
-90,-52,c(-52, -90),NA,FALSE
-90,-51,c(-51, -90),NA,FALSE
-90,-50,c(-50, -90),NA,FALSE
-90,-49,c(-49, -90),NA,FALSE
-90,-48,c(-48, -90),NA,FALSE
-90,-47,c(-47, -90),NA,FALSE
-90,-46,c(-46, -90),NA,FALSE
-90,-45,c(-45, -90),NA,FALSE
-90,-44,c(-44, -90),NA,FALSE
-90,-43,c(-43, -90),NA,FALSE
-90,-42,c(-42, -90),NA,FALSE
-90,-41,c(-41, -90),NA,FALSE
-90,-40,c(-40, -90),NA,FALSE
-90,-39,c(-39, -90),NA,FALSE
-90,-38,c(-38, -90),NA,FALSE
-90,-37,c(-37, -90),NA,FALSE
-90,-36,c(-36, -90),NA,FALSE
-90,-35,c(-35, -90),NA,FALSE
-90,-34,c(-34, -90),NA,FALSE
-90,-33,c(-33, -90),NA,FALSE
-90,-32,c(-32, -90),NA,FALSE
-90,-31,c(-31, -90),NA,FALSE
-90,-30,c(-30, -90),NA,FALSE
-90,-29,c(-29, -90),NA,FALSE
-90,-28,c(-28, -90),NA,FALSE
-90,-27,c(-27, -90),NA,FALSE
-90,-26,c(-26, -90),NA,FALSE
-90,-25,c(-25, -90),NA,FALSE
-90,-24,c(-24, -90),NA,FALSE
-90,-23,c(-23, -90),NA,FALSE
-90,-22,c(-22, -90),NA,FALSE
-90,-21,c(-21, -90),NA,FALSE
-90,-20,c(-20, -90),NA,FALSE
-90,-19,c(-19, -90),NA,FALSE
-90,-18,c(-18, -90),NA,FALSE
-90,-17,c(-17, -90),NA,FALSE
-90,-16,c(-16, -90),NA,FALSE
-90,-15,c(-15, -90),NA,FALSE
-90,-14,c(-14, -90),NA,FALSE
-90,-13,c(-13, -90),NA,FALSE
-90,-12,c(-12, -90),NA,FALSE
-90,-11,c(-11, -90),NA,FALSE
-90,-10,c(-10, -90),NA,FALSE
-90,-9,c(-9, -90),NA,FALSE
-90,-8,c(-8, -90),NA,FALSE
-90,-7,c(-7, -90),NA,FALSE
-90,-6,c(-6, -90),NA,FALSE
-90,-5,c(-5, -90),NA,FALSE
-90,-4,c(-4, -90),NA,FALSE
-90,-3,c(-3, -90),NA,FALSE
-90,-2,c(-2, -90),NA,FALSE
-90,-1,c(-1, -90),NA,FALSE
-90,0,c(0, -90),NA,FALSE
-90,1,c(1, -90),NA,FALSE
-90,2,c(2, -90),NA,FALSE
-90,3,c(3, -90),NA,FALSE
-90,4,c(4, -90),NA,FALSE
-90,5,c(5, -90),NA,FALSE
-90,6,c(6, -90),NA,FALSE
-90,7,c(7, -90),NA,FALSE
-90,8,c(8, -90),NA,FALSE
-90,9,c(9, -90),NA,FALSE
-90,10,c(10, -90),NA,FALSE
-90,11,c(11, -90),NA,FALSE
-90,12,c(12, -90),NA,FALSE
-90,13,c(13, -90),NA,FALSE
-90,14,c(14, -90),NA,FALSE
-90,15,c(15, -90),NA,FALSE
-90,16,c(16, -90),NA,FALSE
-90,17,c(17, -90),NA,FALSE
-90,18,c(18, -90),NA,FALSE
-90,19,c(19, -90),NA,FALSE
-90,20,c(20, -90),NA,FALSE
-90,21,c(21, -90),NA,FALSE
-90,22,c(22, -90),NA,FALSE
-90,23,c(23, -90),NA,FALSE
-90,24,c(24, -90),NA,FALSE
-90,25,c(25, -90),NA,FALSE
-90,26,c(26, -90),NA,FALSE
-90,27,c(27, -90),NA,FALSE
-90,28,c(28, -90),NA,FALSE
-90,29,c(29, -90),NA,FALSE
-90,30,c(30, -90),NA,FALSE
-90,31,c(31, -90),NA,FALSE
-90,32,c(32, -90),NA,FALSE
-90,33,c(33, -90),NA,FALSE
-90,34,c(34, -90),NA,FALSE
-90,35,c(35, -90),NA,FALSE
-90,36,c(36, -90),NA,FALSE
-90,37,c(37, -90),NA,FALSE
-90,38,c(38, -90),NA,FALSE
-90,39,c(39, -90),NA,FALSE
-90,40,c(40, -90),NA,FALSE
-90,41,c(41, -90),NA,FALSE
-90,42,c(42, -90),NA,FALSE
-90,43,c(43, -90),NA,FALSE
-90,44,c(44, -90),NA,FALSE
-90,45,c(45, -90),NA,FALSE
-90,46,c(46, -90),NA,FALSE
-90,47,c(47, -90),NA,FALSE
-90,48,c(48, -90),NA,FALSE
-90,49,c(49, -90),NA,FALSE
-90,50,c(50, -90),NA,FALSE
-90,51,c(51, -90),NA,FALSE
-90,52,c(52, -90),NA,FALSE
-90,53,c(53, -90),NA,FALSE
-90,54,c(54, -90),NA,FALSE
-90,55,c(55, -90),NA,FALSE
-90,56,c(56, -90),NA,FALSE
-90,57,c(57, -90),NA,FALSE
-90,58,c(58, -90),NA,FALSE
-90,59,c(59, -90),NA,FALSE
-90,60,c(60, -90),NA,FALSE
-90,61,c(61, -90),NA,FALSE
-90,62,c(62, -90),NA,FALSE
-90,63,c(63, -90),NA,FALSE
-90,64,c(64, -90),NA,FALSE
-90,65,c(65, -90),NA,FALSE
-90,66,c(66, -90),NA,FALSE
-90,67,c(67, -90),NA,FALSE
-90,68,c(68, -90),NA,FALSE
-90,69,c(69, -90),NA,FALSE
-90,70,c(70, -90),NA,FALSE
-90,71,c(71, -90),NA,FALSE
-90,72,c(72, -90),NA,FALSE
-90,73,c(73, -90),NA,FALSE
-90,74,c(74, -90),NA,FALSE
-90,75,c(75, -90),NA,FALSE
-90,76,c(76, -90),NA,FALSE
-90,77,c(77, -90),NA,FALSE
-90,78,c(78, -90),NA,FALSE
-90,79,c(79, -90),NA,FALSE
-90,80,c(80, -90),NA,FALSE
-90,81,c(81, -90),NA,FALSE
-90,82,c(82, -90),NA,FALSE
-90,83,c(83, -90),NA,FALSE
-90,84,c(84, -90),NA,FALSE
-90,85,c(85, -90),NA,FALSE
-90,86,c(86, -90),NA,FALSE
-90,87,c(87, -90),NA,FALSE
-90,88,c(88, -90),NA,FALSE
-90,89,c(89, -90),NA,FALSE
-90,90,c(90, -90),NA,FALSE
-90,91,c(91, -90),NA,FALSE
-90,92,c(92, -90),NA,FALSE
-90,93,c(93, -90),NA,FALSE
-90,94,c(94, -90),NA,FALSE
-90,95,c(95, -90),NA,FALSE
-90,96,c(96, -90),NA,FALSE
-90,97,c(97, -90),NA,FALSE
-90,98,c(98, -90),NA,FALSE
-90,99,c(99, -90),NA,FALSE
-90,100,c(100, -90),NA,FALSE
-90,101,c(101, -90),NA,FALSE
-90,102,c(102, -90),NA,FALSE
-90,103,c(103, -90),NA,FALSE
-90,104,c(104, -90),NA,FALSE
-90,105,c(105, -90),NA,FALSE
-90,106,c(106, -90),NA,FALSE
-90,107,c(107, -90),NA,FALSE
-90,108,c(108, -90),NA,FALSE
-90,109,c(109, -90),NA,FALSE
-90,110,c(110, -90),NA,FALSE
-90,111,c(111, -90),NA,FALSE
-90,112,c(112, -90),NA,FALSE
-90,113,c(113, -90),NA,FALSE
-90,114,c(114, -90),NA,FALSE
-90,115,c(115, -90),NA,FALSE
-90,116,c(116, -90),NA,FALSE
-90,117,c(117, -90),NA,FALSE
-90,118,c(118, -90),NA,FALSE
-90,119,c(119, -90),NA,FALSE
-90,120,c(120, -90),NA,FALSE
-90,121,c(121, -90),NA,FALSE
-90,122,c(122, -90),NA,FALSE
-90,123,c(123, -90),NA,FALSE
-90,124,c(124, -90),NA,FALSE
-90,125,c(125, -90),NA,FALSE
-90,126,c(126, -90),NA,FALSE
-90,127,c(127, -90),NA,FALSE
-90,128,c(128, -90),NA,FALSE
-90,129,c(129, -90),NA,FALSE
-90,130,c(130, -90),NA,FALSE
-90,131,c(131, -90),NA,FALSE
-90,132,c(132, -90),NA,FALSE
-90,133,c(133, -90),NA,FALSE
-90,134,c(134, -90),NA,FALSE
-90,135,c(135, -90),NA,FALSE
-90,136,c(136, -90),NA,FALSE
-90,137,c(137, -90),NA,FALSE
-90,138,c(138, -90),NA,FALSE
-90,139,c(139, -90),NA,FALSE
-90,140,c(140, -90),NA,FALSE
-90,141,c(141, -90),NA,FALSE
-90,142,c(142, -90),NA,FALSE
-90,143,c(143, -90),NA,FALSE
-90,144,c(144, -90),NA,FALSE
-90,145,c(145, -90),NA,FALSE
-90,146,c(146, -90),NA,FALSE
-90,147,c(147, -90),NA,FALSE
-90,148,c(148, -90),NA,FALSE
-90,149,c(149, -90),NA,FALSE
-90,150,c(150, -90),NA,FALSE
-90,151,c(151, -90),NA,FALSE
-90,152,c(152, -90),NA,FALSE
-90,153,c(153, -90),NA,FALSE
-90,154,c(154, -90),NA,FALSE
-90,155,c(155, -90),NA,FALSE
-90,156,c(156, -90),NA,FALSE
-90,157,c(157, -90),NA,FALSE
-90,158,c(158, -90),NA,FALSE
-90,159,c(159, -90),NA,FALSE
-90,160,c(160, -90),NA,FALSE
-90,161,c(161, -90),NA,FALSE
-90,162,c(162, -90),NA,FALSE
-90,163,c(163, -90),NA,FALSE
-90,164,c(164, -90),NA,FALSE
-90,165,c(165, -90),NA,FALSE
-90,166,c(166, -90),NA,FALSE
-90,167,c(167, -90),NA,FALSE
-90,168,c(168, -90),NA,FALSE
-90,169,c(169, -90),NA,FALSE
-90,170,c(170, -90),NA,FALSE
-90,171,c(171, -90),NA,FALSE
-90,172,c(172, -90),NA,FALSE
-90,173,c(173, -90),NA,FALSE
-90,174,c(174, -90),NA,FALSE
-90,175,c(175, -90),NA,FALSE
-90,176,c(176, -90),NA,FALSE
-90,177,c(177, -90),NA,FALSE
-90,178,c(178, -90),NA,FALSE
-90,179,c(179, -90),NA,FALSE
-90,180,c(180, -90),NA,FALSE
-89,-180,c(-180, -89),NA,FALSE
-89,-179,c(-179, -89),NA,FALSE
-89,-178,c(-178, -89),NA,FALSE
-89,-177,c(-177, -89),NA,FALSE
-89,-176,c(-176, -89),NA,FALSE
-89,-175,c(-175, -89),NA,FALSE
-89,-174,c(-174, -89),NA,FALSE
-89,-173,c(-173, -89),NA,FALSE
-89,-172,c(-172, -89),NA,FALSE
-89,-171,c(-171, -89),NA,FALSE
-89,-170,c(-170, -89),NA,FALSE
-89,-169,c(-169, -89),NA,FALSE
-89,-168,c(-168, -89),NA,FALSE
-89,-167,c(-167, -89),NA,FALSE
-89,-166,c(-166, -89),NA,FALSE
-89,-165,c(-165, -89),NA,FALSE
-89,-164,c(-164, -89),NA,FALSE
-89,-163,c(-163, -89),NA,FALSE
-89,-162,c(-162, -89),NA,FALSE
-89,-161,c(-161, -89),NA,FALSE
-89,-160,c(-160, -89),NA,FALSE
-89,-159,c(-159, -89),NA,FALSE
-89,-158,c(-158, -89),NA,FALSE
-89,-157,c(-157, -89),NA,FALSE
-89,-156,c(-156, -89),NA,FALSE
-89,-155,c(-155, -89),NA,FALSE
-89,-154,c(-154, -89),NA,FALSE
-89,-153,c(-153, -89),NA,FALSE
-89,-152,c(-152, -89),NA,FALSE
-89,-151,c(-151, -89),NA,FALSE
-89,-150,c(-150, -89),NA,FALSE
-89,-149,c(-149, -89),NA,FALSE
-89,-148,c(-148, -89),NA,FALSE
-89,-147,c(-147, -89),NA,FALSE
-89,-146,c(-146, -89),NA,FALSE
-89,-145,c(-145, -89),NA,FALSE
-89,-144,c(-144, -89),NA,FALSE
-89,-143,c(-143, -89),NA,FALSE
-89,-142,c(-142, -89),NA,FALSE
-89,-141,c(-141, -89),NA,FALSE
-89,-140,c(-140, -89),NA,FALSE
-89,-139,c(-139, -89),NA,FALSE
-89,-138,c(-138, -89),NA,FALSE
-89,-137,c(-137, -89),NA,FALSE
-89,-136,c(-136, -89),NA,FALSE
-89,-135,c(-135, -89),NA,FALSE
-89,-134,c(-134, -89),NA,FALSE
-89,-133,c(-133, -89),NA,FALSE
-89,-132,c(-132, -89),NA,FALSE
-89,-131,c(-131, -89),NA,FALSE
-89,-130,c(-130, -89),NA,FALSE
-89,-129,c(-129, -89),NA,FALSE
-89,-128,c(-128, -89),NA,FALSE
-89,-127,c(-127, -89),NA,FALSE
-89,-126,c(-126, -89),NA,FALSE
-89,-125,c(-125, -89),NA,FALSE
-89,-124,c(-124, -89),NA,FALSE
-89,-123,c(-123, -89),NA,FALSE
-89,-122,c(-122, -89),NA,FALSE
-89,-121,c(-121, -89),NA,FALSE
-89,-120,c(-120, -89),NA,FALSE
-89,-119,c(-119, -89),NA,FALSE
-89,-118,c(-118, -89),NA,FALSE
-89,-117,c(-117, -89),NA,FALSE
-89,-116,c(-116, -89),NA,FALSE
-89,-115,c(-115, -89),NA,FALSE
-89,-114,c(-114, -89),NA,FALSE
-89,-113,c(-113, -89),NA,FALSE
-89,-112,c(-112, -89),NA,FALSE
-89,-111,c(-111, -89),NA,FALSE
-89,-110,c(-110, -89),NA,FALSE
-89,-109,c(-109, -89),NA,FALSE
-89,-108,c(-108, -89),NA,FALSE
-89,-107,c(-107, -89),NA,FALSE
-89,-106,c(-106, -89),NA,FALSE
-89,-105,c(-105, -89),NA,FALSE
-89,-104,c(-104, -89),NA,FALSE
-89,-103,c(-103, -89),NA,FALSE
-89,-102,c(-102, -89),NA,FALSE
-89,-101,c(-101, -89),NA,FALSE
-89,-100,c(-100, -89),NA,FALSE
-89,-99,c(-99, -89),NA,FALSE
-89,-98,c(-98, -89),NA,FALSE
-89,-97,c(-97, -89),NA,FALSE
-89,-96,c(-96, -89),NA,FALSE
-89,-95,c(-95, -89),NA,FALSE
-89,-94,c(-94, -89),NA,FALSE
-89,-93,c(-93, -89),NA,FALSE
-89,-92,c(-92, -89),NA,FALSE
-89,-91,c(-91, -89),NA,FALSE
-89,-90,c(-90, -89),NA,FALSE
-89,-89,c(-89, -89),NA,FALSE
-89,-88,c(-88, -89),NA,FALSE
-89,-87,c(-87, -89),NA,FALSE
-89,-86,c(-86, -89),NA,FALSE
-89,-85,c(-85, -89),NA,FALSE
-89,-84,c(-84, -89),NA,FALSE
-89,-83,c(-83, -89),NA,FALSE
-89,-82,c(-82, -89),NA,FALSE
-89,-81,c(-81, -89),NA,FALSE
-89,-80,c(-80, -89),NA,FALSE
-89,-79,c(-79, -89),NA,FALSE
-89,-78,c(-78, -89),NA,FALSE
-89,-77,c(-77, -89),NA,FALSE
-89,-76,c(-76, -89),NA,FALSE
-89,-75,c(-75, -89),NA,FALSE
-89,-74,c(-74, -89),NA,FALSE
-89,-73,c(-73, -89),NA,FALSE
-89,-72,c(-72, -89),NA,FALSE
-89,-71,c(-71, -89),NA,FALSE
-89,-70,c(-70, -89),NA,FALSE
-89,-69,c(-69, -89),NA,FALSE
-89,-68,c(-68, -89),NA,FALSE
-89,-67,c(-67, -89),NA,FALSE
-89,-66,c(-66, -89),NA,FALSE
-89,-65,c(-65, -89),NA,FALSE
-89,-64,c(-64, -89),NA,FALSE
-89,-63,c(-63, -89),NA,FALSE
-89,-62,c(-62, -89),NA,FALSE
-89,-61,c(-61, -89),NA,FALSE
-89,-60,c(-60, -89),NA,FALSE
-89,-59,c(-59, -89),NA,FALSE
-89,-58,c(-58, -89),NA,FALSE
-89,-57,c(-57, -89),NA,FALSE
-89,-56,c(-56, -89),NA,FALSE
-89,-55,c(-55, -89),NA,FALSE
-89,-54,c(-54, -89),NA,FALSE
-89,-53,c(-53, -89),NA,FALSE
-89,-52,c(-52, -89),NA,FALSE
-89,-51,c(-51, -89),NA,FALSE
-89,-50,c(-50, -89),NA,FALSE
-89,-49,c(-49, -89),NA,FALSE
-89,-48,c(-48, -89),NA,FALSE
-89,-47,c(-47, -89),NA,FALSE
-89,-46,c(-46, -89),NA,FALSE
-89,-45,c(-45, -89),NA,FALSE
-89,-44,c(-44, -89),NA,FALSE
-89,-43,c(-43, -89),NA,FALSE
-89,-42,c(-42, -89),NA,FALSE
-89,-41,c(-41, -89),NA,FALSE
-89,-40,c(-40, -89),NA,FALSE
-89,-39,c(-39, -89),NA,FALSE
-89,-38,c(-38, -89),NA,FALSE
-89,-37,c(-37, -89),NA,FALSE
-89,-36,c(-36, -89),NA,FALSE
-89,-35,c(-35, -89),NA,FALSE
-89,-34,c(-34, -89),NA,FALSE
-89,-33,c(-33, -89),NA,FALSE
-89,-32,c(-32, -89),NA,FALSE
-89,-31,c(-31, -89),NA,FALSE
-89,-30,c(-30, -89),NA,FALSE
-89,-29,c(-29, -89),NA,FALSE
-89,-28,c(-28, -89),NA,FALSE
-89,-27,c(-27, -89),NA,FALSE
-89,-26,c(-26, -89),NA,FALSE
-89,-25,c(-25, -89),NA,FALSE
-89,-24,c(-24, -89),NA,FALSE
-89,-23,c(-23, -89),NA,FALSE
-89,-22,c(-22, -89),NA,FALSE
-89,-21,c(-21, -89),NA,FALSE
-89,-20,c(-20, -89),NA,FALSE
-89,-19,c(-19, -89),NA,FALSE
-89,-18,c(-18, -89),NA,FALSE
-89,-17,c(-17, -89),NA,FALSE
-89,-16,c(-16, -89),NA,FALSE
-89,-15,c(-15, -89),NA,FALSE
-89,-14,c(-14, -89),NA,FALSE
-89,-13,c(-13, -89),NA,FALSE
-89,-12,c(-12, -89),NA,FALSE
-89,-11,c(-11, -89),NA,FALSE
-89,-10,c(-10, -89),NA,FALSE
-89,-9,c(-9, -89),NA,FALSE
-89,-8,c(-8, -89),NA,FALSE
-89,-7,c(-7, -89),NA,FALSE
-89,-6,c(-6, -89),NA,FALSE
-89,-5,c(-5, -89),NA,FALSE
-89,-4,c(-4, -89),NA,FALSE
-89,-3,c(-3, -89),NA,FALSE
-89,-2,c(-2, -89),NA,FALSE
-89,-1,c(-1, -89),NA,FALSE
-89,0,c(0, -89),NA,FALSE
-89,1,c(1, -89),NA,FALSE
-89,2,c(2, -89),NA,FALSE
-89,3,c(3, -89),NA,FALSE
-89,4,c(4, -89),NA,FALSE
-89,5,c(5, -89),NA,FALSE
-89,6,c(6, -89),NA,FALSE
-89,7,c(7, -89),NA,FALSE
-89,8,c(8, -89),NA,FALSE
-89,9,c(9, -89),NA,FALSE
-89,10,c(10, -89),NA,FALSE
-89,11,c(11, -89),NA,FALSE
-89,12,c(12, -89),NA,FALSE
-89,13,c(13, -89),NA,FALSE
-89,14,c(14, -89),NA,FALSE
-89,15,c(15, -89),NA,FALSE
-89,16,c(16, -89),NA,FALSE
-89,17,c(17, -89),NA,FALSE
-89,18,c(18, -89),NA,FALSE
-89,19,c(19, -89),NA,FALSE
-89,20,c(20, -89),NA,FALSE
-89,21,c(21, -89),NA,FALSE
-89,22,c(22, -89),NA,FALSE
-89,23,c(23, -89),NA,FALSE
-89,24,c(24, -89),NA,FALSE
-89,25,c(25, -89),NA,FALSE
-89,26,c(26, -89),NA,FALSE
-89,27,c(27, -89),NA,FALSE
-89,28,c(28, -89),NA,FALSE
-89,29,c(29, -89),NA,FALSE
-89,30,c(30, -89),NA,FALSE
-89,31,c(31, -89),NA,FALSE
-89,32,c(32, -89),NA,FALSE
-89,33,c(33, -89),NA,FALSE
-89,34,c(34, -89),NA,FALSE
-89,35,c(35, -89),NA,FALSE
-89,36,c(36, -89),NA,FALSE
-89,37,c(37, -89),NA,FALSE
-89,38,c(38, -89),NA,FALSE
-89,39,c(39, -89),NA,FALSE
-89,40,c(40, -89),NA,FALSE
-89,41,c(41, -89),NA,FALSE
-89,42,c(42, -89),NA,FALSE
-89,43,c(43, -89),NA,FALSE
-89,44,c(44, -89),NA,FALSE
-89,45,c(45, -89),NA,FALSE
-89,46,c(46, -89),NA,FALSE
-89,47,c(47, -89),NA,FALSE
-89,48,c(48, -89),NA,FALSE
-89,49,c(49, -89),NA,FALSE
-89,50,c(50, -89),NA,FALSE
-89,51,c(51, -89),NA,FALSE
-89,52,c(52, -89),NA,FALSE
-89,53,c(53, -89),NA,FALSE
-89,54,c(54, -89),NA,FALSE
-89,55,c(55, -89),NA,FALSE
-89,56,c(56, -89),NA,FALSE
-89,57,c(57, -89),NA,FALSE
-89,58,c(58, -89),NA,FALSE
-89,59,c(59, -89),NA,FALSE
-89,60,c(60, -89),NA,FALSE
-89,61,c(61, -89),NA,FALSE
-89,62,c(62, -89),NA,FALSE
-89,63,c(63, -89),NA,FALSE
-89,64,c(64, -89),NA,FALSE
-89,65,c(65, -89),NA,FALSE
-89,66,c(66, -89),NA,FALSE
-89,67,c(67, -89),NA,FALSE
-89,68,c(68, -89),NA,FALSE
-89,69,c(69, -89),NA,FALSE
-89,70,c(70, -89),NA,FALSE
-89,71,c(71, -89),NA,FALSE
-89,72,c(72, -89),NA,FALSE
-89,73,c(73, -89),NA,FALSE
-89,74,c(74, -89),NA,FALSE
-89,75,c(75, -89),NA,FALSE
-89,76,c(76, -89),NA,FALSE
-89,77,c(77, -89),NA,FALSE
-89,78,c(78, -89),NA,FALSE
-89,79,c(79, -89),NA,FALSE
-89,80,c(80, -89),NA,FALSE
-89,81,c(81, -89),NA,FALSE
-89,82,c(82, -89),NA,FALSE
-89,83,c(83, -89),NA,FALSE
-89,84,c(84, -89),NA,FALSE
-89,85,c(85, -89),NA,FALSE
-89,86,c(86, -89),NA,FALSE
-89,87,c(87, -89),NA,FALSE
-89,88,c(88, -89),NA,FALSE
-89,89,c(89, -89),NA,FALSE
-89,90,c(90, -89),NA,FALSE
-89,91,c(91, -89),NA,FALSE
-89,92,c(92, -89),NA,FALSE
-89,93,c(93, -89),NA,FALSE
-89,94,c(94, -89),NA,FALSE
-89,95,c(95, -89),NA,FALSE
-89,96,c(96, -89),NA,FALSE
-89,97,c(97, -89),NA,FALSE
-89,98,c(98, -89),NA,FALSE
-89,99,c(99, -89),NA,FALSE
-89,100,c(100, -89),NA,FALSE
-89,101,c(101, -89),NA,FALSE
-89,102,c(102, -89),NA,FALSE
-89,103,c(103, -89),NA,FALSE
-89,104,c(104, -89),NA,FALSE
-89,105,c(105, -89),NA,FALSE
-89,106,c(106, -89),NA,FALSE
-89,107,c(107, -89),NA,FALSE
-89,108,c(108, -89),NA,FALSE
-89,109,c(109, -89),NA,FALSE
-89,110,c(110, -89),NA,FALSE
-89,111,c(111, -89),NA,FALSE
-89,112,c(112, -89),NA,FALSE
-89,113,c(113, -89),NA,FALSE
-89,114,c(114, -89),NA,FALSE
-89,115,c(115, -89),NA,FALSE
-89,116,c(116, -89),NA,FALSE
-89,117,c(117, -89),NA,FALSE
-89,118,c(118, -89),NA,FALSE
-89,119,c(119, -89),NA,FALSE
-89,120,c(120, -89),NA,FALSE
-89,121,c(121, -89),NA,FALSE
